filename,date,file_exists,can_read,missing_base_cols,missing_cities,total_rows,complete_rows,error
china_cities_20180911.csv,2018-09-11,True,True,[],[],345,315,
china_cities_20180912.csv,2018-09-12,True,True,[],[],360,349,
china_cities_20180913.csv,2018-09-13,True,True,[],[],360,360,
china_cities_20180914.csv,2018-09-14,True,True,[],[],360,360,
china_cities_20180915.csv,2018-09-15,True,True,[],[],360,360,
china_cities_20180916.csv,2018-09-16,True,True,[],[],360,360,
china_cities_20180917.csv,2018-09-17,True,True,[],[],360,282,
china_cities_20180918.csv,2018-09-18,True,True,[],[],360,360,
china_cities_20180919.csv,2018-09-19,True,True,[],[],360,358,
china_cities_20180920.csv,2018-09-20,True,True,[],[],360,339,
china_cities_20180921.csv,2018-09-21,True,True,[],[],360,336,
china_cities_20180922.csv,2018-09-22,True,True,[],[],360,358,
china_cities_20180923.csv,2018-09-23,True,True,[],[],360,360,
china_cities_20180924.csv,2018-09-24,True,True,[],[],360,285,
china_cities_20180925.csv,2018-09-25,True,True,[],[],360,233,
china_cities_20180926.csv,2018-09-26,True,True,[],[],360,358,
china_cities_20180927.csv,2018-09-27,True,True,[],[],360,344,
china_cities_20180928.csv,2018-09-28,True,True,[],[],315,315,
china_cities_20180929.csv,2018-09-29,True,True,[],[],360,358,
china_cities_20180930.csv,2018-09-30,True,True,[],[],360,360,
china_cities_20181001.csv,2018-10-01,True,True,[],[],360,360,
china_cities_20181002.csv,2018-10-02,True,True,[],[],360,357,
china_cities_20181003.csv,2018-10-03,True,True,[],[],360,360,
china_cities_20181004.csv,2018-10-04,True,True,[],[],360,359,
china_cities_20181005.csv,2018-10-05,True,True,[],[],360,360,
china_cities_20181006.csv,2018-10-06,True,True,[],[],360,357,
china_cities_20181007.csv,2018-10-07,True,True,[],[],360,359,
china_cities_20181008.csv,2018-10-08,True,True,[],[],360,357,
china_cities_20181009.csv,2018-10-09,True,True,[],[],360,324,
china_cities_20181010.csv,2018-10-10,True,True,[],[],360,356,
china_cities_20181011.csv,2018-10-11,True,True,[],[],360,351,
china_cities_20181012.csv,2018-10-12,True,True,[],[],360,350,
china_cities_20181013.csv,2018-10-13,True,True,[],[],360,346,
china_cities_20181014.csv,2018-10-14,True,True,[],[],360,317,
china_cities_20181015.csv,2018-10-15,True,True,[],[],360,337,
china_cities_20181016.csv,2018-10-16,True,True,[],[],360,351,
china_cities_20181017.csv,2018-10-17,True,True,[],[],345,339,
china_cities_20181018.csv,2018-10-18,True,True,[],[],360,356,
china_cities_20181019.csv,2018-10-19,True,True,[],[],360,360,
china_cities_20181020.csv,2018-10-20,True,True,[],[],360,360,
china_cities_20181021.csv,2018-10-21,True,True,[],[],360,299,
china_cities_20181022.csv,2018-10-22,True,True,[],[],360,341,
china_cities_20181023.csv,2018-10-23,True,True,[],[],360,354,
china_cities_20181024.csv,2018-10-24,True,True,[],[],360,279,
china_cities_20181025.csv,2018-10-25,True,True,[],[],360,216,
china_cities_20181026.csv,2018-10-26,True,True,[],[],360,231,
china_cities_20181027.csv,2018-10-27,True,True,[],[],360,360,
china_cities_20181028.csv,2018-10-28,True,True,[],[],360,254,
china_cities_20181029.csv,2018-10-29,True,True,[],[],360,148,
china_cities_20181030.csv,2018-10-30,True,True,[],[],360,359,
china_cities_20181031.csv,2018-10-31,True,True,[],[],345,323,
china_cities_20181101.csv,2018-11-01,True,True,[],[],360,359,
china_cities_20181102.csv,2018-11-02,True,True,[],[],360,345,
china_cities_20181103.csv,2018-11-03,True,True,[],[],360,357,
china_cities_20181104.csv,2018-11-04,True,True,[],[],360,358,
china_cities_20181105.csv,2018-11-05,True,True,[],[],360,354,
china_cities_20181106.csv,2018-11-06,True,True,[],[],330,320,
china_cities_20181107.csv,2018-11-07,True,True,[],[],345,321,
china_cities_20181108.csv,2018-11-08,True,True,[],[],360,342,
china_cities_20181109.csv,2018-11-09,True,True,[],[],345,336,
china_cities_20181110.csv,2018-11-10,True,True,[],[],360,342,
china_cities_20181111.csv,2018-11-11,True,True,[],[],360,233,
china_cities_20181112.csv,2018-11-12,True,True,[],[],360,353,
china_cities_20181113.csv,2018-11-13,True,True,[],[],360,343,
china_cities_20181114.csv,2018-11-14,True,True,[],[],360,358,
china_cities_20181115.csv,2018-11-15,True,True,[],[],360,357,
china_cities_20181116.csv,2018-11-16,True,True,[],[],360,350,
china_cities_20181117.csv,2018-11-17,True,True,[],[],360,358,
china_cities_20181118.csv,2018-11-18,True,True,[],[],360,337,
china_cities_20181119.csv,2018-11-19,True,True,[],[],360,341,
china_cities_20181120.csv,2018-11-20,True,True,[],[],360,346,
china_cities_20181121.csv,2018-11-21,True,True,[],[],360,339,
china_cities_20181122.csv,2018-11-22,True,True,[],[],360,344,
china_cities_20181123.csv,2018-11-23,True,True,[],[],360,356,
china_cities_20181124.csv,2018-11-24,True,True,[],[],360,359,
china_cities_20181125.csv,2018-11-25,True,True,[],[],360,339,
china_cities_20181126.csv,2018-11-26,True,True,[],[],360,306,
china_cities_20181127.csv,2018-11-27,True,True,[],[],360,349,
china_cities_20181128.csv,2018-11-28,True,True,[],[],360,339,
china_cities_20181129.csv,2018-11-29,True,True,[],[],360,350,
china_cities_20181130.csv,2018-11-30,True,True,[],[],360,321,
china_cities_20181201.csv,2018-12-01,True,True,[],[],360,349,
china_cities_20181202.csv,2018-12-02,True,True,[],[],360,347,
china_cities_20181203.csv,2018-12-03,True,True,[],[],360,328,
china_cities_20181204.csv,2018-12-04,True,True,[],[],360,344,
china_cities_20181205.csv,2018-12-05,True,True,[],[],360,355,
china_cities_20181206.csv,2018-12-06,True,True,[],[],360,312,
china_cities_20181207.csv,2018-12-07,True,True,[],[],360,346,
china_cities_20181208.csv,2018-12-08,True,True,[],[],360,350,
china_cities_20181209.csv,2018-12-09,True,True,[],[],345,309,
china_cities_20181210.csv,2018-12-10,True,True,[],[],360,308,
china_cities_20181211.csv,2018-12-11,True,True,[],[],360,303,
china_cities_20181212.csv,2018-12-12,True,True,[],[],345,255,
china_cities_20181213.csv,2018-12-13,True,True,[],[],360,328,
china_cities_20181214.csv,2018-12-14,True,True,[],[],360,348,
china_cities_20181215.csv,2018-12-15,True,True,[],[],360,343,
china_cities_20181216.csv,2018-12-16,True,True,[],[],360,342,
china_cities_20181217.csv,2018-12-17,True,True,[],[],330,265,
china_cities_20181218.csv,2018-12-18,True,True,[],[],360,360,
china_cities_20181219.csv,2018-12-19,True,True,[],[],360,347,
china_cities_20181220.csv,2018-12-20,True,True,[],[],345,260,
china_cities_20181221.csv,2018-12-21,True,True,[],[],285,222,
china_cities_20181227.csv,2018-12-27,True,True,[],[],120,105,
china_cities_20181228.csv,2018-12-28,True,True,[],[],345,344,
china_cities_20181229.csv,2018-12-29,True,True,[],[],360,350,
china_cities_20181230.csv,2018-12-30,True,True,[],[],360,350,
china_cities_20181231.csv,2018-12-31,True,True,[],[],360,339,
china_cities_20190101.csv,2019-01-01,True,True,[],[],360,342,
china_cities_20190102.csv,2019-01-02,True,True,[],[],360,276,
china_cities_20190103.csv,2019-01-03,True,True,[],[],360,55,
china_cities_20190104.csv,2019-01-04,True,True,[],[],360,33,
china_cities_20190105.csv,2019-01-05,True,True,[],[],360,323,
china_cities_20190106.csv,2019-01-06,True,True,[],[],360,308,
china_cities_20190107.csv,2019-01-07,True,True,[],[],360,327,
china_cities_20190108.csv,2019-01-08,True,True,[],[],360,335,
china_cities_20190109.csv,2019-01-09,True,True,[],[],360,335,
china_cities_20190110.csv,2019-01-10,True,True,[],[],360,328,
china_cities_20190111.csv,2019-01-11,True,True,[],[],360,325,
china_cities_20190112.csv,2019-01-12,True,True,[],[],360,312,
china_cities_20190113.csv,2019-01-13,True,True,[],[],360,338,
china_cities_20190114.csv,2019-01-14,True,True,[],[],360,337,
china_cities_20190115.csv,2019-01-15,True,True,[],[],360,336,
china_cities_20190116.csv,2019-01-16,True,True,[],[],360,312,
china_cities_20190117.csv,2019-01-17,True,True,[],[],360,346,
china_cities_20190118.csv,2019-01-18,True,True,[],[],360,352,
china_cities_20190119.csv,2019-01-19,True,True,[],[],360,340,
china_cities_20190120.csv,2019-01-20,True,True,[],[],360,291,
china_cities_20190121.csv,2019-01-21,True,True,[],[],360,352,
china_cities_20190122.csv,2019-01-22,True,True,[],[],360,354,
china_cities_20190123.csv,2019-01-23,True,True,[],[],360,357,
china_cities_20190124.csv,2019-01-24,True,True,[],[],360,356,
china_cities_20190125.csv,2019-01-25,True,True,[],[],360,338,
china_cities_20190126.csv,2019-01-26,True,True,[],[],360,360,
china_cities_20190127.csv,2019-01-27,True,True,[],[],360,360,
china_cities_20190128.csv,2019-01-28,True,True,[],[],360,345,
china_cities_20190129.csv,2019-01-29,True,True,[],[],360,318,
china_cities_20190130.csv,2019-01-30,True,True,[],[],360,313,
china_cities_20190131.csv,2019-01-31,True,True,[],[],360,338,
china_cities_20190201.csv,2019-02-01,True,True,[],[],360,337,
china_cities_20190202.csv,2019-02-02,True,True,[],[],360,333,
china_cities_20190203.csv,2019-02-03,True,True,[],[],345,318,
china_cities_20190204.csv,2019-02-04,True,True,[],[],360,350,
china_cities_20190205.csv,2019-02-05,True,True,[],[],360,358,
china_cities_20190206.csv,2019-02-06,True,True,[],[],360,356,
china_cities_20190207.csv,2019-02-07,True,True,[],[],360,343,
china_cities_20190208.csv,2019-02-08,True,True,[],[],360,334,
china_cities_20190209.csv,2019-02-09,True,True,[],[],360,341,
china_cities_20190210.csv,2019-02-10,True,True,[],[],360,339,
china_cities_20190211.csv,2019-02-11,True,True,[],[],360,339,
china_cities_20190212.csv,2019-02-12,True,True,[],[],360,329,
china_cities_20190213.csv,2019-02-13,True,True,[],[],360,312,
china_cities_20190214.csv,2019-02-14,True,True,[],[],360,311,
china_cities_20190215.csv,2019-02-15,True,True,[],[],360,333,
china_cities_20190216.csv,2019-02-16,True,True,[],[],360,340,
china_cities_20190217.csv,2019-02-17,True,True,[],[],360,357,
china_cities_20190218.csv,2019-02-18,True,True,[],[],360,336,
china_cities_20190219.csv,2019-02-19,True,True,[],[],360,320,
china_cities_20190220.csv,2019-02-20,True,True,[],[],360,312,
china_cities_20190221.csv,2019-02-21,True,True,[],[],360,311,
china_cities_20190222.csv,2019-02-22,True,True,[],[],360,300,
china_cities_20190223.csv,2019-02-23,True,True,[],[],360,336,
china_cities_20190224.csv,2019-02-24,True,True,[],[],360,329,
china_cities_20190225.csv,2019-02-25,True,True,[],[],360,338,
china_cities_20190226.csv,2019-02-26,True,True,[],[],360,336,
china_cities_20190227.csv,2019-02-27,True,True,[],[],360,323,
china_cities_20190228.csv,2019-02-28,True,True,[],[],360,343,
china_cities_20190301.csv,2019-03-01,True,True,[],[],360,272,
china_cities_20190302.csv,2019-03-02,True,True,[],[],360,337,
china_cities_20190303.csv,2019-03-03,True,True,[],[],360,344,
china_cities_20190304.csv,2019-03-04,True,True,[],[],360,349,
china_cities_20190305.csv,2019-03-05,True,True,[],[],360,337,
china_cities_20190306.csv,2019-03-06,True,True,[],[],345,304,
china_cities_20190307.csv,2019-03-07,True,True,[],[],360,354,
china_cities_20190308.csv,2019-03-08,True,True,[],[],360,358,
china_cities_20190309.csv,2019-03-09,True,True,[],[],360,349,
china_cities_20190310.csv,2019-03-10,True,True,[],[],360,339,
china_cities_20190311.csv,2019-03-11,True,True,[],[],360,358,
china_cities_20190312.csv,2019-03-12,True,True,[],[],360,360,
