valid_time,latitude,longitude,expver,t2m
1420423200.0,,,0001,259.75427
1420426800.0,,,0001,258.9359
1420430400.0,,,0001,259.7113
1420434000.0,,,0001,258.74646
1420437600.0,,,0001,258.54724
1420441200.0,,,0001,259.0199
1420444800.0,,,0001,259.91638
1420448400.0,,,0001,261.25427
1420452000.0,,,0001,261.5121
1420455600.0,,,0001,261.52576
1420459200.0,,,0001,258.69373
1420462800.0,,,0001,260.00818
1420466400.0,,,0001,260.23083
1420470000.0,,,0001,261.73083
1420473600.0,,,0001,262.19763
1420477200.0,,,0001,263.76013
1420480800.0,,,0001,264.78748
1420484400.0,,,0001,265.0453
1420488000.0,,,0001,263.9867
1420491600.0,,,0001,257.2992
1420495200.0,,,0001,257.55505
1420498800.0,,,0001,258.2953
1420502400.0,,,0001,261.19763
1420506000.0,,,0001,264.06677
1420509600.0,,,0001,266.71326
1420513200.0,,,0001,266.9984
1420516800.0,,,0001,266.51013
1420520400.0,,,0001,265.62927
1420524000.0,,,0001,256.6527
1420527600.0,,,0001,258.5824
1420531200.0,,,0001,261.18396
1420534800.0,,,0001,263.56873
1420538400.0,,,0001,265.93982
1420542000.0,,,0001,266.8988
1420545600.0,,,0001,266.92615
1420549200.0,,,0001,266.30115
1420552800.0,,,0001,265.99255
1420556400.0,,,0001,258.8949
1420560000.0,,,0001,263.19177
1420563600.0,,,0001,265.44373
1420567200.0,,,0001,266.55115
1420570800.0,,,0001,266.57068
1420574400.0,,,0001,266.87732
1420578000.0,,,0001,266.82654
1420581600.0,,,0001,266.59607
1420585200.0,,,0001,266.4652
1420588800.0,,,0001,264.50818
1420592400.0,,,0001,266.26013
1420596000.0,,,0001,266.08435
1420599600.0,,,0001,266.18396
1420603200.0,,,0001,266.45544
1420606800.0,,,0001,266.93982
1420610400.0,,,0001,267.03552
1420614000.0,,,0001,266.97693
1420617600.0,,,0001,266.62537
1420621200.0,,,0001,267.16638
1420624800.0,,,0001,267.3656
1420628400.0,,,0001,267.0609
1420632000.0,,,0001,266.38513
1420635600.0,,,0001,266.57068
1420639200.0,,,0001,266.84802
1420642800.0,,,0001,266.9281
1420646400.0,,,0001,266.90076
1420650000.0,,,0001,266.53162
1420653600.0,,,0001,261.81714
1420657200.0,,,0001,260.58862
1420660800.0,,,0001,260.5183
1420664400.0,,,0001,261.01636
1420668000.0,,,0001,262.23315
1420671600.0,,,0001,262.4812
1420675200.0,,,0001,263.76636
1420678800.0,,,0001,264.56714
1420682400.0,,,0001,265.24487
1420686000.0,,,0001,264.18433
1420689600.0,,,0001,263.03394
1420693200.0,,,0001,262.239
1420696800.0,,,0001,262.18628
1420700400.0,,,0001,263.40894
1420704000.0,,,0001,264.0437
1420707600.0,,,0001,265.2937
1420711200.0,,,0001,266.09644
1420714800.0,,,0001,266.5105
1420718400.0,,,0001,265.02612
1420722000.0,,,0001,265.7527
1420725600.0,,,0001,264.86206
1420729200.0,,,0001,264.75854
1420732800.0,,,0001,265.29956
1420736400.0,,,0001,266.1648
1420740000.0,,,0001,267.51636
1420743600.0,,,0001,267.74683
1420747200.0,,,0001,267.8855
1420750800.0,,,0001,264.82104
1420754400.0,,,0001,266.01245
1420758000.0,,,0001,266.19214
1420761600.0,,,0001,267.6316
1420765200.0,,,0001,268.1726
1420768800.0,,,0001,269.6394
1420772400.0,,,0001,270.4773
1420776000.0,,,0001,270.70972
1420779600.0,,,0001,269.8523
1420783200.0,,,0001,263.52417
1420786800.0,,,0001,264.11597
1420790400.0,,,0001,265.06714
1420794000.0,,,0001,267.61987
1420797600.0,,,0001,270.1726
1420801200.0,,,0001,272.5183
1420804800.0,,,0001,272.71558
1420808400.0,,,0001,272.25464
1420812000.0,,,0001,271.53394
1420815600.0,,,0001,263.12378
1420819200.0,,,0001,265.3015
1420822800.0,,,0001,267.6355
1420826400.0,,,0001,269.72534
1420830000.0,,,0001,271.9109
1420833600.0,,,0001,272.8269
1420837200.0,,,0001,272.83667
1420840800.0,,,0001,272.25854
1420844400.0,,,0001,272.14917
1420848000.0,,,0001,265.29956
1420851600.0,,,0001,269.2058
1420855200.0,,,0001,271.09253
1420858800.0,,,0001,272.08862
1420862400.0,,,0001,272.58276
1420866000.0,,,0001,272.88354
1420869600.0,,,0001,272.7351
1420873200.0,,,0001,272.3777
1420876800.0,,,0001,272.46753
1420880400.0,,,0001,270.04956
1420884000.0,,,0001,271.69604
1420887600.0,,,0001,271.77417
1420891200.0,,,0001,272.08472
1420894800.0,,,0001,272.71167
1420898400.0,,,0001,273.0398
1420902000.0,,,0001,272.94604
1420905600.0,,,0001,272.6277
1420909200.0,,,0001,272.52417
1420912800.0,,,0001,272.87964
1420916400.0,,,0001,273.24487
1420920000.0,,,0001,273.18823
1420923600.0,,,0001,272.72925
1420927200.0,,,0001,273.0027
1420930800.0,,,0001,273.1941
1420934400.0,,,0001,273.10425
1420938000.0,,,0001,272.8484
1420941600.0,,,0001,272.6277
1420945200.0,,,0001,262.35864
1420948800.0,,,0001,261.1731
1420952400.0,,,0001,261.2102
1420956000.0,,,0001,261.77075
1420959600.0,,,0001,262.93677
1420963200.0,,,0001,263.06567
1420966800.0,,,0001,264.10083
1420970400.0,,,0001,264.63208
1420974000.0,,,0001,265.0227
1420977600.0,,,0001,264.60474
1420981200.0,,,0001,263.49536
1420984800.0,,,0001,262.82544
1420988400.0,,,0001,262.81567
1420992000.0,,,0001,263.98755
1420995600.0,,,0001,264.44653
1420999200.0,,,0001,265.51685
1421002800.0,,,0001,266.05005
1421006400.0,,,0001,266.30786
1421010000.0,,,0001,265.34692
1421013600.0,,,0001,266.03833
1421017200.0,,,0001,265.19067
1421020800.0,,,0001,265.12817
1421024400.0,,,0001,265.63794
1421028000.0,,,0001,266.3352
1421031600.0,,,0001,267.52466
1421035200.0,,,0001,267.68677
1421038800.0,,,0001,267.73364
1421042400.0,,,0001,265.16528
1421046000.0,,,0001,266.3098
1421049600.0,,,0001,266.4309
1421053200.0,,,0001,267.78052
1421056800.0,,,0001,268.29028
1421060400.0,,,0001,269.59497
1421064000.0,,,0001,270.2649
1421067600.0,,,0001,270.427
1421071200.0,,,0001,269.63794
1421074800.0,,,0001,263.9231
1421078400.0,,,0001,264.65747
1421082000.0,,,0001,265.57544
1421085600.0,,,0001,267.8567
1421089200.0,,,0001,270.20435
1421092800.0,,,0001,272.35083
1421096400.0,,,0001,272.4485
1421100000.0,,,0001,271.9602
1421103600.0,,,0001,271.302
1421107200.0,,,0001,263.71997
1421110800.0,,,0001,265.87427
1421114400.0,,,0001,267.84302
1421118000.0,,,0001,269.59302
1421121600.0,,,0001,271.63403
1421125200.0,,,0001,272.62427
1421128800.0,,,0001,272.67896
1421132400.0,,,0001,272.11255
1421136000.0,,,0001,272.06372
1421139600.0,,,0001,265.89966
1421143200.0,,,0001,269.48755
1421146800.0,,,0001,271.04028
1421150400.0,,,0001,271.81763
1421154000.0,,,0001,272.35474
1421157600.0,,,0001,272.73364
1421161200.0,,,0001,272.63208
1421164800.0,,,0001,272.28638
1421168400.0,,,0001,272.42114
1421172000.0,,,0001,270.12427
1421175600.0,,,0001,271.7356
1421179200.0,,,0001,271.91724
1421182800.0,,,0001,272.1985
1421186400.0,,,0001,272.6731
1421190000.0,,,0001,272.87817
1421193600.0,,,0001,272.78247
1421197200.0,,,0001,272.47778
1421200800.0,,,0001,272.4485
1421204400.0,,,0001,272.57153
1421208000.0,,,0001,273.22583
1421211600.0,,,0001,273.3567
1421215200.0,,,0001,273.05396
1421218800.0,,,0001,273.1067
1421222400.0,,,0001,273.15942
1421226000.0,,,0001,272.9485
1421229600.0,,,0001,272.65552
1421233200.0,,,0001,272.49146
1421236800.0,,,0001,262.79297
1421240400.0,,,0001,261.53125
1421244000.0,,,0001,261.69336
1421247600.0,,,0001,262.34375
1421251200.0,,,0001,263.60547
1421254800.0,,,0001,263.70508
1421258400.0,,,0001,264.64648
1421262000.0,,,0001,265.02148
1421265600.0,,,0001,265.2246
1421269200.0,,,0001,264.93945
1421272800.0,,,0001,263.75195
1421276400.0,,,0001,263.16797
1421280000.0,,,0001,263.26172
1421283600.0,,,0001,264.52734
1421287200.0,,,0001,264.90625
1421290800.0,,,0001,265.8125
1421294400.0,,,0001,266.18945
1421298000.0,,,0001,266.4297
1421301600.0,,,0001,265.6328
1421305200.0,,,0001,266.26758
1421308800.0,,,0001,265.42773
1421312400.0,,,0001,265.4668
1421316000.0,,,0001,265.98633
1421319600.0,,,0001,266.58203
1421323200.0,,,0001,267.60742
1421326800.0,,,0001,267.66602
1421330400.0,,,0001,267.73633
1421334000.0,,,0001,265.42383
1421337600.0,,,0001,266.54102
1421341200.0,,,0001,266.64258
1421344800.0,,,0001,267.94922
1421348400.0,,,0001,268.45508
1421352000.0,,,0001,269.64453
1421355600.0,,,0001,270.19336
1421359200.0,,,0001,270.25195
1421362800.0,,,0001,269.4746
1421366400.0,,,0001,264.11328
1421370000.0,,,0001,264.89844
1421373600.0,,,0001,265.79688
1421377200.0,,,0001,267.90625
1421380800.0,,,0001,270.12695
1421384400.0,,,0001,272.14062
1421388000.0,,,0001,272.22266
1421391600.0,,,0001,271.74805
1421395200.0,,,0001,271.1289
1421398800.0,,,0001,264.06055
1421402400.0,,,0001,266.1289
1421406000.0,,,0001,267.83398
1421409600.0,,,0001,269.35742
1421413200.0,,,0001,271.3203
1421416800.0,,,0001,272.39453
1421420400.0,,,0001,272.5254
1421424000.0,,,0001,272.02148
1421427600.0,,,0001,272.0078
1421431200.0,,,0001,266.36328
1421434800.0,,,0001,269.73438
1421438400.0,,,0001,271.0703
1421442000.0,,,0001,271.69336
1421445600.0,,,0001,272.1914
1421449200.0,,,0001,272.6504
1421452800.0,,,0001,272.61133
1421456400.0,,,0001,272.3047
1421460000.0,,,0001,272.45898
1421463600.0,,,0001,270.18164
1421467200.0,,,0001,271.92578
1421470800.0,,,0001,272.24414
1421474400.0,,,0001,272.48828
1421478000.0,,,0001,272.6875
1421481600.0,,,0001,272.81055
1421485200.0,,,0001,272.75977
1421488800.0,,,0001,272.5547
1421492400.0,,,0001,272.5254
1421496000.0,,,0001,272.16797
1421499600.0,,,0001,273.10742
1421503200.0,,,0001,273.47852
1421506800.0,,,0001,273.38086
1421510400.0,,,0001,273.2129
1421514000.0,,,0001,273.20898
1421517600.0,,,0001,273.0
1421521200.0,,,0001,272.76562
1421524800.0,,,0001,272.5293
1421528400.0,,,0001,267.1211
1421532000.0,,,0001,265.57617
1421535600.0,,,0001,265.71875
1421539200.0,,,0001,266.4707
1421542800.0,,,0001,267.92383
1421546400.0,,,0001,268.05078
1421550000.0,,,0001,268.88867
1421553600.0,,,0001,269.00977
1421557200.0,,,0001,268.85352
1421560800.0,,,0001,269.21875
1421564400.0,,,0001,267.7539
1421568000.0,,,0001,267.06445
1421571600.0,,,0001,267.23047
1421575200.0,,,0001,268.68945
1421578800.0,,,0001,269.0
1421582400.0,,,0001,269.6289
1421586000.0,,,0001,269.75195
1421589600.0,,,0001,269.88477
1421593200.0,,,0001,269.76172
1421596800.0,,,0001,270.30078
1421600400.0,,,0001,269.3203
1421604000.0,,,0001,269.42773
1421607600.0,,,0001,269.91992
1421611200.0,,,0001,270.4121
1421614800.0,,,0001,271.1504
1421618400.0,,,0001,271.0254
1421622000.0,,,0001,271.04688
1421625600.0,,,0001,269.3711
1421629200.0,,,0001,270.4375
1421632800.0,,,0001,270.46875
1421636400.0,,,0001,271.6914
1421640000.0,,,0001,272.1543
1421643600.0,,,0001,273.22656
1421647200.0,,,0001,273.60352
1421650800.0,,,0001,273.48047
1421654400.0,,,0001,272.6289
1421658000.0,,,0001,267.94336
1421661600.0,,,0001,268.62305
1421665200.0,,,0001,269.51562
1421668800.0,,,0001,271.42578
1421672400.0,,,0001,273.47266
1421676000.0,,,0001,275.34375
1421679600.0,,,0001,275.3789
1421683200.0,,,0001,274.86328
1421686800.0,,,0001,274.1914
1421690400.0,,,0001,267.9746
1421694000.0,,,0001,269.8496
1421697600.0,,,0001,271.29297
1421701200.0,,,0001,272.56836
1421704800.0,,,0001,274.35938
1421708400.0,,,0001,275.46094
1421712000.0,,,0001,275.61523
1421715600.0,,,0001,275.12695
1421719200.0,,,0001,275.0703
1421722800.0,,,0001,270.35742
1421726400.0,,,0001,273.54102
1421730000.0,,,0001,274.63672
1421733600.0,,,0001,275.0078
1421737200.0,,,0001,275.26758
1421740800.0,,,0001,275.70117
1421744400.0,,,0001,275.64453
1421748000.0,,,0001,275.32227
1421751600.0,,,0001,275.45508
1421755200.0,,,0001,273.5957
1421758800.0,,,0001,275.38867
1421762400.0,,,0001,275.83398
1421766000.0,,,0001,275.9922
1421769600.0,,,0001,275.88477
1421773200.0,,,0001,275.85742
1421776800.0,,,0001,275.75977
1421780400.0,,,0001,275.5293
1421784000.0,,,0001,275.4707
1421787600.0,,,0001,275.125
1421791200.0,,,0001,276.14844
1421794800.0,,,0001,276.6953
1421798400.0,,,0001,276.74805
1421802000.0,,,0001,276.41797
1421805600.0,,,0001,276.30078
1421809200.0,,,0001,276.02734
1421812800.0,,,0001,275.75
1421816400.0,,,0001,275.4375
1421820000.0,,,0001,267.46655
1421823600.0,,,0001,265.73413
1421827200.0,,,0001,265.78882
1421830800.0,,,0001,266.6267
1421834400.0,,,0001,268.27515
1421838000.0,,,0001,268.4978
1421841600.0,,,0001,269.44507
1421845200.0,,,0001,269.47437
1421848800.0,,,0001,269.09937
1421852400.0,,,0001,269.69702
1421856000.0,,,0001,268.0564
1421859600.0,,,0001,267.20093
1421863200.0,,,0001,267.4314
1421866800.0,,,0001,269.0857
1421870400.0,,,0001,269.44507
1421874000.0,,,0001,269.92944
1421877600.0,,,0001,269.9568
1421881200.0,,,0001,270.04272
1421884800.0,,,0001,270.10327
1421888400.0,,,0001,270.67554
1421892000.0,,,0001,269.60132
1421895600.0,,,0001,269.7693
1421899200.0,,,0001,270.2771
1421902800.0,,,0001,270.78296
1421906400.0,,,0001,271.35132
1421910000.0,,,0001,271.11304
1421913600.0,,,0001,271.1189
1421917200.0,,,0001,269.52905
1421920800.0,,,0001,270.67358
1421924400.0,,,0001,270.76147
1421928000.0,,,0001,271.97437
1421931600.0,,,0001,272.4392
1421935200.0,,,0001,273.47046
1421938800.0,,,0001,273.7439
1421942400.0,,,0001,273.50366
1421946000.0,,,0001,272.615
1421949600.0,,,0001,268.13257
1421953200.0,,,0001,268.7849
1421956800.0,,,0001,269.73608
1421960400.0,,,0001,271.57202
1421964000.0,,,0001,273.52905
1421967600.0,,,0001,275.32593
1421971200.0,,,0001,275.3181
1421974800.0,,,0001,274.79468
1421978400.0,,,0001,274.13452
1421982000.0,,,0001,268.29272
1421985600.0,,,0001,270.07983
1421989200.0,,,0001,271.40015
1421992800.0,,,0001,272.54272
1421996400.0,,,0001,274.19702
1422000000.0,,,0001,275.29272
1422003600.0,,,0001,275.4724
1422007200.0,,,0001,275.04077
1422010800.0,,,0001,275.0642
1422014400.0,,,0001,270.8181
1422018000.0,,,0001,273.82007
1422021600.0,,,0001,274.8103
1422025200.0,,,0001,275.08374
1422028800.0,,,0001,275.20874
1422032400.0,,,0001,275.56226
1422036000.0,,,0001,275.49976
1422039600.0,,,0001,275.2439
1422043200.0,,,0001,275.4646
1422046800.0,,,0001,273.40015
1422050400.0,,,0001,275.23804
1422054000.0,,,0001,275.87476
1422057600.0,,,0001,276.0818
1422061200.0,,,0001,275.96265
1422064800.0,,,0001,275.8318
1422068400.0,,,0001,275.71265
1422072000.0,,,0001,275.51538
1422075600.0,,,0001,275.50366
1422079200.0,,,0001,274.61108
1422082800.0,,,0001,275.7732
1422086400.0,,,0001,276.4939
1422090000.0,,,0001,276.7107
1422093600.0,,,0001,276.4607
1422097200.0,,,0001,276.32007
1422100800.0,,,0001,276.07202
1422104400.0,,,0001,275.8181
1422108000.0,,,0001,275.53687
1422111600.0,,,0001,267.65332
1422115200.0,,,0001,265.80957
1422118800.0,,,0001,265.7744
1422122400.0,,,0001,266.56543
1422126000.0,,,0001,268.27832
1422129600.0,,,0001,268.6123
1422133200.0,,,0001,269.6709
1422136800.0,,,0001,269.62012
1422140400.0,,,0001,269.0381
1422144000.0,,,0001,270.00684
1422147600.0,,,0001,268.25684
1422151200.0,,,0001,267.24707
1422154800.0,,,0001,267.46387
1422158400.0,,,0001,269.18457
1422162000.0,,,0001,269.65527
1422165600.0,,,0001,270.03418
1422169200.0,,,0001,269.98145
1422172800.0,,,0001,269.9463
1422176400.0,,,0001,270.33496
1422180000.0,,,0001,270.94238
1422183600.0,,,0001,269.73926
1422187200.0,,,0001,269.89355
1422190800.0,,,0001,270.42676
1422194400.0,,,0001,271.02246
1422198000.0,,,0001,271.45605
1422201600.0,,,0001,271.09668
1422205200.0,,,0001,271.0166
1422208800.0,,,0001,269.5166
1422212400.0,,,0001,270.7334
1422216000.0,,,0001,270.8662
1422219600.0,,,0001,272.09277
1422223200.0,,,0001,272.57715
1422226800.0,,,0001,273.59863
1422230400.0,,,0001,273.76074
1422234000.0,,,0001,273.3994
1422237600.0,,,0001,272.49512
1422241200.0,,,0001,268.1006
1422244800.0,,,0001,268.72168
1422248400.0,,,0001,269.7412
1422252000.0,,,0001,271.52832
1422255600.0,,,0001,273.4209
1422259200.0,,,0001,275.15918
1422262800.0,,,0001,275.11035
1422266400.0,,,0001,274.58887
1422270000.0,,,0001,273.96777
1422273600.0,,,0001,268.3838
1422277200.0,,,0001,270.15918
1422280800.0,,,0001,271.38184
1422284400.0,,,0001,272.3955
1422288000.0,,,0001,273.90918
1422291600.0,,,0001,274.958
1422295200.0,,,0001,275.12988
1422298800.0,,,0001,274.7412
1422302400.0,,,0001,274.8662
1422306000.0,,,0001,271.19824
1422309600.0,,,0001,274.05762
1422313200.0,,,0001,274.87012
1422316800.0,,,0001,274.9873
1422320400.0,,,0001,275.06348
1422324000.0,,,0001,275.34473
1422327600.0,,,0001,275.23145
1422331200.0,,,0001,274.958
1422334800.0,,,0001,275.24316
1422338400.0,,,0001,273.3037
1422342000.0,,,0001,274.90332
1422345600.0,,,0001,275.57324
1422349200.0,,,0001,275.7959
1422352800.0,,,0001,275.85254
1422356400.0,,,0001,275.71777
1422360000.0,,,0001,275.56348
1422363600.0,,,0001,275.35645
1422367200.0,,,0001,275.37207
1422370800.0,,,0001,274.1416
1422374400.0,,,0001,275.27637
1422378000.0,,,0001,276.05176
1422381600.0,,,0001,276.42285
1422385200.0,,,0001,276.30176
1422388800.0,,,0001,276.19824
1422392400.0,,,0001,275.99512
1422396000.0,,,0001,275.75684
1422399600.0,,,0001,275.49512
1422403200.0,,,0001,267.44507
1422406800.0,,,0001,265.58765
1422410400.0,,,0001,265.4685
1422414000.0,,,0001,266.10718
1422417600.0,,,0001,267.69507
1422421200.0,,,0001,267.85132
1422424800.0,,,0001,268.67554
1422428400.0,,,0001,268.76343
1422432000.0,,,0001,268.4646
1422435600.0,,,0001,269.66382
1422439200.0,,,0001,267.91187
1422442800.0,,,0001,266.8435
1422446400.0,,,0001,266.99976
1422450000.0,,,0001,268.59546
1422453600.0,,,0001,269.03296
1422457200.0,,,0001,269.3943
1422460800.0,,,0001,269.48218
1422464400.0,,,0001,269.57788
1422468000.0,,,0001,269.97632
1422471600.0,,,0001,270.5896
1422475200.0,,,0001,269.35718
1422478800.0,,,0001,269.45093
1422482400.0,,,0001,269.85718
1422486000.0,,,0001,270.49976
1422489600.0,,,0001,270.9099
1422493200.0,,,0001,270.5525
1422496800.0,,,0001,270.54663
1422500400.0,,,0001,269.10913
1422504000.0,,,0001,270.27515
1422507600.0,,,0001,270.39624
1422511200.0,,,0001,271.3396
1422514800.0,,,0001,271.6814
1422518400.0,,,0001,272.66187
1422522000.0,,,0001,272.7849
1422525600.0,,,0001,272.4275
1422529200.0,,,0001,271.6814
1422532800.0,,,0001,267.70093
1422536400.0,,,0001,268.20288
1422540000.0,,,0001,269.16968
1422543600.0,,,0001,270.55054
1422547200.0,,,0001,272.115
1422550800.0,,,0001,273.78687
1422554400.0,,,0001,273.8435
1422558000.0,,,0001,273.38843
1422561600.0,,,0001,272.80444
1422565200.0,,,0001,267.8396
1422568800.0,,,0001,269.63843
1422572400.0,,,0001,270.6814
1422576000.0,,,0001,271.4939
1422579600.0,,,0001,272.77515
1422583200.0,,,0001,273.8435
1422586800.0,,,0001,274.01147
1422590400.0,,,0001,273.5896
1422594000.0,,,0001,273.62085
1422597600.0,,,0001,270.41187
1422601200.0,,,0001,272.94702
1422604800.0,,,0001,273.6306
1422608400.0,,,0001,273.74
1422612000.0,,,0001,273.95093
1422615600.0,,,0001,274.27515
1422619200.0,,,0001,274.115
1422622800.0,,,0001,273.7224
1422626400.0,,,0001,274.03296
1422630000.0,,,0001,272.23022
1422633600.0,,,0001,273.5056
1422637200.0,,,0001,274.10913
1422640800.0,,,0001,274.37085
1422644400.0,,,0001,274.57788
1422648000.0,,,0001,274.5193
1422651600.0,,,0001,274.35522
1422655200.0,,,0001,274.12085
1422658800.0,,,0001,274.16187
1422662400.0,,,0001,272.9431
1422666000.0,,,0001,273.93335
1422669600.0,,,0001,274.63452
1422673200.0,,,0001,274.9978
1422676800.0,,,0001,274.9099
1422680400.0,,,0001,274.8806
1422684000.0,,,0001,274.72632
1422687600.0,,,0001,274.49585
1422691200.0,,,0001,274.23022
1422694800.0,,,0001,267.281
1422698400.0,,,0001,265.97632
1422702000.0,,,0001,265.8474
1422705600.0,,,0001,266.25366
1422709200.0,,,0001,267.2556
1422712800.0,,,0001,267.17554
1422716400.0,,,0001,267.2732
1422720000.0,,,0001,268.01343
1422723600.0,,,0001,268.70874
1422727200.0,,,0001,268.54077
1422730800.0,,,0001,267.22437
1422734400.0,,,0001,266.75757
1422738000.0,,,0001,266.99585
1422741600.0,,,0001,268.0017
1422745200.0,,,0001,268.4568
,,,,269.32202
,,,,270.06616
,,,,270.51733
,,,,269.66772
,,,,269.8767
,,,,269.36304
,,,,269.56226
,,,,269.6599
,,,,270.43335
,,,,271.2771
,,,,271.4275
,,,,271.88647
,,,,269.90796
,,,,270.80444
,,,,270.5193
,,,,270.91772
,,,,270.91382
,,,,272.2107
,,,,272.5857
,,,,272.73608
,,,,272.3025
,,,,268.2146
,,,,268.73804
,,,,268.55444
,,,,269.29077
,,,,271.10718
,,,,273.53687
,,,,273.9685
,,,,273.2439
,,,,271.64038
,,,,267.44507
,,,,270.87476
,,,,270.88452
,,,,270.79663
,,,,272.62085
,,,,273.90796
,,,,274.02905
,,,,273.281
,,,,272.11304
,,,,268.28296
,,,,271.4568
,,,,272.63452
,,,,273.19897
,,,,273.58765
,,,,274.0603
,,,,273.6853
,,,,272.78296
,,,,273.14233
,,,,271.45874
,,,,273.4353
,,,,274.13647
,,,,274.50366
,,,,274.46655
,,,,273.55444
,,,,273.15015
,,,,273.12866
,,,,273.42554
,,,,272.8943
,,,,274.0642
,,,,274.8474
,,,,275.03882
,,,,274.72437
,,,,274.10913
,,,,273.98022
,,,,274.05835
,,,,273.75952
,,,,263.3484
,,,,262.33276
,,,,262.34058
,,,,262.80347
,,,,263.58862
,,,,263.52417
,,,,264.698
,,,,265.57495
,,,,264.86597
,,,,264.74683
,,,,263.68237
,,,,263.1023
,,,,262.62964
,,,,263.4187
,,,,264.21948
,,,,265.63745
,,,,266.5183
,,,,267.0691
,,,,266.55737
,,,,267.0027
,,,,266.27808
,,,,265.74683
,,,,265.5515
,,,,266.2976
,,,,267.74292
,,,,268.11987
,,,,268.8484
,,,,266.79565
,,,,268.07104
,,,,267.74487
,,,,268.39917
,,,,268.25073
,,,,268.3191
,,,,268.7351
,,,,269.114
,,,,269.37573
,,,,265.10034
,,,,265.0144
,,,,264.698
,,,,266.62183
,,,,267.85034
,,,,269.15308
,,,,270.1687
,,,,269.97534
,,,,268.8894
,,,,264.33276
,,,,265.86792
,,,,268.3816
,,,,269.8484
,,,,269.6277
,,,,270.6433
,,,,270.86792
,,,,270.3855
,,,,269.75073
,,,,265.54956
,,,,270.86987
,,,,270.3601
,,,,269.05542
,,,,270.25464
,,,,270.989
,,,,270.98315
,,,,270.35425
,,,,270.489
,,,,268.42065
,,,,269.948
,,,,270.74097
,,,,270.7351
,,,,271.1101
,,,,271.12183
,,,,271.07495
,,,,270.90698
,,,,271.04956
,,,,269.14526
,,,,270.30933
,,,,271.07104
,,,,271.4402
