Model,Dataset,R²,RMSE,MAE,MAPE
ARIMA_Basic,Train,0.23709630224509737,45.55765254739027,27.86409227834213,86.7874032976521
ARIMA_Basic,Validation,-0.3814491992009341,35.435696001682466,22.688175864318858,73.6021072604486
ARIMA_Basic,Test,-1.6431710736783058,40.28587044414816,31.633630320293275,110.01687284649839
ARIMA_Optimized,Train,0.38126649973528437,41.02780602014384,26.878208092666547,84.56577319229481
ARIMA_Optimized,Validation,-0.28243900923218,34.14222874853037,21.890772407449436,78.95104419616348
ARIMA_Optimized,Test,-1.2827256381366734,37.438373581265495,28.17762598749709,90.63070410953038
