objective,metric,boosting_type,num_leaves,max_depth,learning_rate,feature_fraction,bagging_fraction,bagging_freq,min_child_samples,num_threads,verbose,seed
regression,rmse,gbdt,22,12,0.056843419616544946,0.9790023164403838,0.5,5,48,15,-1,42
