True_PM25,Predicted_PM25
8.535212,8.13747
13.690142,14.322656
44.12676,44.11478
37.394367,43.04735
43.760563,46.38744
16.915493,15.3892355
5.535211,3.8617408
12.577465,14.302288
12.253521,11.945203
8.281691,7.775559
9.661972,9.503893
57.746475,56.335903
5.225352,5.207097
11.183099,10.495295
7.295775,7.183087
59.8169,60.674305
3.2253523,3.7052155
172.57745,158.7045
27.71831,25.279894
12.0,14.984138
15.450705,16.424368
28.750706,27.530638
237.19717,227.17133
23.56338,23.450073
7.225352,7.7509637
5.661972,5.2524714
1.7042253,1.6229779
28.12676,29.71519
16.225351,15.232164
8.845071,6.272143
5.4788733,5.410658
4.549296,4.2859054
33.676056,32.773655
8.338028,7.91171
5.859155,4.9886723
16.0,17.820919
6.0281687,6.0646253
7.9295774,8.071948
21.02817,19.00642
136.4507,135.87538
5.0845075,4.112184
4.8732395,4.47826
33.718307,33.95841
6.1267605,5.9777446
80.76056,81.44428
35.704227,35.187748
39.394367,39.637623
100.60564,102.67816
58.64789,57.36312
17.929577,17.645817
14.056337,14.011308
9.929578,9.276556
4.3380284,3.8907921
58.446476,57.758553
47.267605,46.058414
3.6760564,3.7330196
6.7042255,6.6007123
8.704226,8.59925
43.40845,43.472256
0.6760563,0.54510987
12.014084,11.708792
74.71831,75.25412
5.6338024,4.44492
8.295774,6.0595407
34.985916,35.032124
6.112676,5.531067
3.1267607,3.0629225
5.6056337,4.164814
6.71831,6.331497
8.478873,7.8450317
4.901408,5.323469
31.90141,30.641476
10.098591,10.11267
10.901408,11.612571
3.056338,2.6785188
16.098593,18.861002
23.816902,24.14505
5.253521,5.1813164
20.802818,20.420252
25.521126,29.956034
35.394367,35.97662
3.8450706,3.5123312
8.71831,10.270849
40.295776,39.67961
2.830986,3.1915872
20.535212,16.80889
7.042254,10.712412
40.22535,36.68032
1.1267605,0.42578775
41.56338,43.612877
34.718307,36.9099
13.774649,14.211973
19.267607,18.278244
19.112677,19.38126
8.1267605,8.213235
29.239437,29.745821
1.7887324,1.3216788
2.7605634,2.3881834
68.943665,68.64491
2.0140846,1.7147051
18.732393,19.394318
10.197184,9.813198
8.971831,7.7234607
34.169014,24.25699
5.9295774,6.057894
74.17747,67.74079
23.02817,23.004377
2.9014084,2.7470672
24.633804,24.86327
12.507043,14.350991
52.82958,51.4584
3.5774648,3.071538
8.591549,8.817362
18.619719,17.488379
43.281693,37.514397
3.5774648,2.9428968
6.352113,6.3233495
33.732395,33.1652
5.7042255,6.1458473
29.887325,27.642195
10.281691,9.817295
4.352113,4.243399
11.619718,10.54784
2.8450706,2.5994632
4.971831,4.9031796
4.6901407,4.1452208
142.9155,144.91777
1.6619719,1.5090647
4.0,3.2490048
26.05634,26.165495
109.299995,107.90934
13.366198,12.904423
116.122536,113.9583
29.098593,30.03926
14.140845,14.870397
10.422535,10.065627
21.169014,22.030611
10.746479,9.928712
22.253521,22.393686
97.55493,93.78462
5.6338024,4.657063
8.647887,8.715436
24.028168,29.503729
10.59155,11.068884
19.042253,25.476358
2.4366198,2.491481
15.661971,14.232084
3.2957747,3.4580803
8.084507,6.061496
7.4366193,8.185918
17.239435,17.254156
3.3239439,2.2902215
11.197183,10.567748
8.591549,8.08338
12.780281,13.4296
8.239437,8.780199
5.4788733,4.466555
28.929577,24.958942
4.352113,4.218366
1.971831,2.0344212
13.802817,13.228538
18.323944,16.586285
11.830986,6.015835
9.774648,7.880306
23.014084,20.589039
42.549297,42.26838
31.929579,32.750313
5.971831,4.5343084
7.9619718,7.8737607
5.1549296,5.108726
28.239437,29.953173
26.967607,26.526695
7.084507,6.5125685
1.1830986,1.0061129
9.8732395,9.176595
22.521128,22.9997
4.2253523,4.2114964
28.084507,26.553972
3.084507,2.98733
6.422535,7.1134562
1.6760564,1.3031371
11.352113,9.739564
15.56338,15.757943
21.84507,21.503668
18.63662,22.068718
28.028168,29.683136
16.492958,16.351301
4.901408,4.721231
10.859155,9.880524
1.7183099,1.5905764
11.323944,10.787402
7.859155,5.9975657
8.971831,11.599584
25.352114,21.460293
3.0422537,3.0140522
3.0704226,2.2443624
17.322535,14.447232
25.1831,24.52637
28.183098,29.581123
33.070423,32.39952
34.014084,34.524853
18.084507,18.971132
12.633803,11.392454
2.366197,1.650314
18.0,14.984815
8.183099,8.195629
8.521127,7.676223
15.1267605,14.942631
0.0,4.795353
2.8028169,3.0809865
17.042253,12.708819
29.549295,29.001247
7.9577465,8.121501
19.323944,19.329393
3.4647887,2.7445028
16.673239,16.686655
65.1831,69.20622
42.718307,45.248604
3.6760564,3.9869282
15.746479,13.166607
2.3239436,2.3009639
12.873239,11.832113
8.225352,7.507675
5.2816906,5.764128
3.8028169,2.8510237
2.8028169,3.3829231
1.7464788,1.5446023
24.577463,28.247864
54.52676,54.541985
31.802816,31.2081
101.54929,97.33544
35.56338,35.208637
23.704224,21.38931
7.321127,7.6369987
2.1690142,1.635673
21.042255,19.291582
14.971831,15.329834
48.729576,50.43661
34.69014,32.388676
13.830986,12.523465
8.9577465,9.292183
13.676056,18.448404
0.97183096,0.91729593
14.971831,12.269368
16.070423,14.947021
22.084507,18.933365
9.380281,8.669746
37.014084,37.28371
80.70845,81.26885
8.239437,7.025898
4.8591547,4.487744
24.253523,25.335655
4.732394,4.099896
12.098591,12.925017
20.112675,19.593754
12.9577465,12.023414
2.7887323,1.8444779
5.788732,5.5216
6.4366193,6.118422
22.014084,21.935555
2.253521,2.266198
58.28169,45.458244
13.9577465,18.590643
44.507042,44.50996
20.507042,18.424086
21.225351,20.322172
23.774649,28.42747
9.521127,8.861753
7.098592,7.2175446
6.0140843,5.6811037
50.12676,52.95496
18.661972,14.529466
52.28169,55.0912
46.667606,50.154728
16.591549,14.494559
12.014084,7.9269223
12.760563,11.198967
42.408447,43.703403
40.00845,55.85822
20.028168,19.75735
5.6704226,5.528959
9.676057,7.991975
9.281691,9.789888
26.69014,24.788738
2.5774648,1.2539562
14.887324,16.885998
11.211267,11.464449
114.126755,116.239006
4.4366198,6.4265604
30.267607,29.515524
3.7183096,5.3720407
5.802817,5.016933
54.000004,56.960106
9.338028,11.772479
1.6619719,1.5541683
38.90141,37.74296
29.098593,33.008472
20.535212,18.137358
23.211267,26.464382
14.169014,13.334628
42.90141,52.106747
41.676056,41.234844
1.4929577,1.090095
39.239437,38.429398
6.2535214,5.234325
45.183098,49.822742
21.380281,20.599646
3.0422537,3.006768
16.788733,14.127706
24.436619,23.67421
11.577464,11.24332
25.901407,25.218435
19.042253,18.94452
43.84507,44.169067
11.323944,9.103319
15.97183,16.592693
30.126759,24.641901
71.1831,71.20337
25.267607,27.704681
15.859155,15.678535
5.5070424,5.323855
1.1690141,1.1105589
14.521128,13.181711
4.4788733,5.2959495
12.56338,11.687269
76.366196,76.485886
20.732393,19.68454
6.4084506,6.1249013
18.28169,18.48622
26.830986,25.960457
4.0985913,3.9302986
23.225353,22.293814
2.1549294,1.2703475
1.8591548,1.8576013
12.718309,11.908802
23.676056,25.136347
3.366197,3.206795
112.028175,115.702225
51.71831,39.373165
10.197184,10.285235
5.098592,4.0360694
15.704226,18.864004
55.35211,60.958164
94.14085,94.17021
33.69014,34.968616
18.380281,18.400442
10.478872,10.53162
13.56338,12.437156
9.478873,9.620016
49.25352,44.478855
43.35211,35.66942
20.084507,19.280716
14.774648,11.729436
29.563381,28.079796
40.943665,43.24241
0.0,0.39061716
2.4788733,2.7715259
9.718309,9.497997
36.422535,35.23424
50.621128,54.79393
17.056337,19.23487
9.140845,8.209365
6.985915,7.573951
9.323944,10.370319
11.169014,10.135684
101.70422,101.25733
6.943662,7.231162
15.098592,21.0493
7.3943663,7.1013775
9.225352,8.792049
13.338029,12.405727
17.169014,16.906761
10.718309,10.5260515
5.0704226,4.758573
14.690141,14.759334
9.239437,9.606203
25.760563,25.233847
5.5633802,5.52399
6.6478877,6.415416
12.197184,12.249757
10.070422,9.315662
28.014086,27.66544
27.28169,31.006142
13.690142,13.608598
19.267607,16.958874
27.169014,26.460978
3.5352113,2.2172875
19.380281,19.52158
8.422535,8.472801
6.732394,7.6838317
8.788733,8.193703
12.478872,11.779819
5.915493,7.449554
29.098593,26.03473
32.30986,31.918118
13.335211,11.191921
8.591549,7.4699874
70.60564,70.40683
16.661972,17.404469
30.605633,34.724678
141.85916,145.65501
10.746479,9.172263
16.1831,16.19497
12.126761,11.870403
2.9014084,2.8036802
19.577465,19.63522
24.253523,26.944244
22.53521,21.966114
53.718307,51.774597
8.239437,7.3572197
60.721127,58.161
4.4084506,4.1813602
6.4507046,5.4540887
8.521127,6.8062162
18.605635,17.70208
19.732395,20.231945
8.40845,8.429665
3.2394366,3.1655521
14.507043,15.6081
50.718307,48.764656
29.66197,29.336157
13.549295,12.264392
57.84507,54.367336
8.478873,8.08793
6.8309855,7.140152
9.084507,8.330343
17.450705,13.16103
2.5211267,2.2261312
13.366198,11.816226
2.056338,1.9124123
2.2957747,1.6301725
23.985916,23.055199
2.5352113,1.9671903
6.2535214,5.2265563
13.450705,11.792139
45.43662,44.50227
24.901407,25.87129
3.112676,2.6375158
40.338028,41.612083
3.1830986,2.3697262
32.96338,32.55576
10.929578,10.360179
0.83098596,0.7030469
17.760563,18.850845
19.394367,21.203684
13.932395,13.853576
21.549295,23.545551
13.098592,11.248753
9.056338,9.309668
35.40845,26.959208
65.0,60.718437
29.352112,26.618595
16.338028,15.411811
31.859154,35.40391
17.71831,15.729202
6.8873243,5.4921746
26.985916,25.66747
13.704226,12.587653
20.507042,20.501364
1.5774648,1.2997304
3.7323945,3.6469884
28.042253,27.410484
10.619719,11.556116
13.788733,14.186066
5.295775,4.570288
15.845071,15.618084
34.830986,35.154526
5.619718,5.305779
38.04225,43.733974
13.380282,12.839414
6.4366193,5.8859205
23.43662,23.994211
7.267606,6.646903
13.71831,14.041721
7.042254,7.3698726
75.02817,77.34804
51.349297,43.306858
49.21127,53.13521
9.690141,9.551335
27.704224,27.898499
4.7887325,4.33175
21.211267,20.883188
4.5633802,4.1999984
2.619718,1.7725134
0.97183096,0.87081593
2.1690142,1.4862269
8.774648,8.022082
15.169014,16.197752
5.0281687,4.495437
35.19718,36.851776
8.591549,7.6832385
2.746479,2.5945272
2.8450706,2.8045342
5.492958,7.655265
63.380283,52.03931
3.7183096,3.3139677
19.408451,19.376045
36.80282,35.680153
5.3802814,5.2001615
1.6197183,1.6947024
3.2957747,4.633364
3.2253523,3.2654245
1.9014084,1.3972453
18.676056,21.031456
8.492958,8.316697
2.253521,2.0428698
2.6619718,1.7683656
45.985916,41.661972
15.253521,13.972487
9.985915,8.82314
42.338028,43.77596
27.211267,26.264034
47.605633,54.32498
13.929577,15.055295
4.7605634,5.0065055
203.60564,201.85474
32.323944,33.88316
2.140845,1.6179336
24.047886,19.925972
23.56338,25.812494
8.0,8.029442
31.267605,36.82816
28.957745,29.240417
63.239433,51.569138
16.985916,15.376691
11.65493,11.8203945
3.1267607,3.215119
17.30986,14.596554
43.97183,43.05815
12.8633795,10.791265
0.0,0.26996812
15.253521,18.75462
11.394366,11.065205
17.464788,16.32353
57.64789,56.30954
3.1830986,2.7660959
3.0985916,2.6734228
16.521128,15.377164
22.070421,21.895317
7.9577465,8.863348
6.1845074,5.4580064
9.718309,10.444801
4.321127,3.9415376
5.0281687,5.1451364
69.19718,65.34727
35.80282,35.334404
2.140845,2.1544209
16.90141,17.902727
0.7323944,0.60019135
16.478874,16.8012
22.338028,22.038586
15.197183,17.320852
6.971831,6.871932
22.380281,21.682924
8.732394,8.765318
21.90141,20.735462
25.042255,24.535387
28.211267,23.290236
24.718311,26.460636
40.718307,40.05552
5.464789,4.5807276
42.12676,41.40204
40.577465,41.45256
18.366198,17.121264
1.0,0.8000489
1.4647888,2.5591142
21.929577,21.663733
54.605637,53.94128
18.28169,17.802855
3.4366198,2.7367811
7.7042255,8.740843
3.309859,3.433163
2.7183096,2.4417567
13.0422535,13.316719
44.028168,46.509598
5.1267605,4.8975496
33.422535,31.769676
12.873239,12.612526
21.140844,20.102482
7.846479,7.3540626
14.352113,14.693591
8.647887,8.970617
13.9577465,15.482395
1.9014084,1.4421679
40.366196,40.077854
34.19718,32.56625
4.985915,4.6343527
8.9577465,7.394491
6.1408453,5.932897
19.661972,17.915619
27.549297,30.60016
6.71831,7.5280733
50.450703,57.60814
48.59155,47.383694
12.718309,11.996493
4.3943663,5.0521197
5.5915494,5.748676
5.3943663,5.4691744
27.295774,26.893497
13.802817,13.395435
11.1267605,11.477698
3.521127,3.5037487
38.859154,39.94168
18.394365,17.514944
14.873239,17.17372
5.732394,5.282417
15.661971,13.727409
16.253521,15.548772
19.774649,17.48488
18.060562,17.02709
3.521127,3.2400434
6.8309855,5.558763
28.677465,29.128922
35.69014,37.796764
31.478872,31.816818
6.4366193,5.628918
7.267606,7.7943287
7.591549,6.4286685
24.591549,25.15337
31.71831,29.753702
35.64789,35.517212
27.111267,25.258553
5.422535,4.962929
4.112676,3.8919873
3.1549296,2.5357637
10.802816,9.247298
14.774648,12.840264
19.323944,20.149845
5.549296,5.190146
3.9859154,3.1275325
13.943662,13.781458
34.014084,31.044107
6.4507046,6.268487
46.6338,44.69891
5.366197,5.2692533
5.197183,4.7460093
10.15493,9.520357
59.281693,70.13228
13.635212,11.314984
4.7746477,5.077849
9.492958,9.43099
32.042255,32.58381
6.816901,5.5044274
118.59155,115.691216
13.02817,13.912974
27.647886,26.39359
31.507042,29.145046
6.845071,6.0057344
7.4507046,7.0704956
4.5633802,3.930541
3.633803,3.1773062
0.97183096,0.9302429
6.098592,5.5615296
17.87324,17.424625
149.97183,153.1957
80.43662,79.705894
1.0985916,0.75969297
53.12676,46.526726
7.239436,7.412301
35.816902,35.510044
7.535211,6.5046067
17.366198,15.947433
15.408451,15.359336
32.349297,35.53753
38.676056,42.07444
3.9154928,4.496938
5.3380284,4.399795
3.112676,2.9786038
8.929578,9.877023
6.3239436,5.999074
12.0,17.888771
40.59155,39.225906
28.492956,25.747473
18.97183,17.338934
2.1971831,2.0847855
7.1549296,8.49488
28.583097,28.937113
1.5774648,1.5851464
122.85916,130.5552
19.732395,18.90572
16.084507,15.639789
5.197183,5.337919
3.056338,2.0987442
8.774648,7.7899528
147.69014,137.37534
9.0422535,8.790892
22.97183,25.418753
17.915493,13.831484
4.1549296,4.366923
3.5352113,3.4472766
1.774648,1.745542
14.9577465,15.6234255
35.661972,35.824493
28.859156,29.71111
5.1408453,5.157295
9.295774,10.042956
2.9859154,2.5653841
21.239437,21.187185
38.323944,39.455433
2.0140846,1.87028
3.7887323,3.3132548
23.859156,24.898685
3.1971831,2.8885376
29.549295,25.304945
9.1267605,9.595347
7.535211,7.7740836
23.774649,25.186893
11.169014,10.084927
5.225352,4.8518295
16.492958,16.461432
40.95775,42.14342
29.436619,28.526957
15.338029,14.462796
20.380281,18.688242
36.09859,33.52813
6.352113,5.9176164
25.1831,19.909367
24.042253,21.339539
7.239436,7.4995065
2.1126761,2.8727345
6.5211267,2.875913
40.38028,27.614868
57.19718,53.66266
16.084507,13.996212
6.28169,5.6335087
69.6831,59.794727
22.661972,22.066618
9.309859,10.644164
6.239436,4.987929
4.450704,3.9584887
2.5211267,2.051396
51.30986,51.923454
16.661972,15.772414
15.295775,15.610201
4.9295774,4.6189637
42.070423,44.164562
7.535211,7.3729196
11.0422535,10.364819
21.704226,21.353832
17.43662,22.891151
42.09859,44.551895
28.09859,28.367554
31.605635,29.419006
8.915493,8.900791
20.0,19.406116
2.3943663,2.5245037
7.0140843,6.416745
7.225352,7.0422893
37.6338,35.470795
6.8873243,6.383699
18.859156,18.260334
9.830986,7.779495
43.22535,43.183456
15.97183,15.982762
