Window,Basic_R2,Basic_RMSE,Opt_R2,Opt_RMSE
7,0.2502143383026123,21.63960751782228,0.18870073556900024,22.509785198608625
14,-0.15783905982971191,26.996312772679023,-0.008146405220031738,25.190811128902364
30,-0.0022701025009155273,25.385962312260908,0.051608264446258545,24.694208938091638
